,MONTH,SOURCE_SYS_CD,PRICE_TO_BP,BID_MARGIN_TOTAL,BID_MARGIN,BID_DISCOUNT,STOP_BIDS,BPCOPS,MISSING,COUNTRY,CONFIDENTIALITY,ROUTE_TO_MARKET,NON_COMPETITIVE_BID,OFF_SHORE_PMT_TERMS,BUNDLED_SOLUTION,CONTINGENCY_FEE,FOCUS,HW_SW,bid_id
11254,3,SQO,39575.2,4395.9767,9.9974,88.975,0,0,0,TR,(null),(null),(null),(null),(null),(null),0,SW,9535566
11255,12,SQO,47101.6,5230.374,9.9946,86.4991,0,0,0,TR,N,Y,N,N,N,N,0,SW,9258665
11256,12,SQO,47101.6,5230.374,9.9946,86.4991,0,0,0,TR,N,Y,N,N,N,N,0,SW,9261439
11257,5,SQO,47244.4,4107.5951,7.9989,81.5997,0,0,0,TR,N,N,N,N,Y,N,0,SW,9732533
11258,5,SQO,47244.4,4107.5951,7.9989,81.5997,0,0,0,TR,N,N,N,N,Y,N,0,SW,9739123
11259,6,SQO,47244.4,4107.5951,7.9989,81.5997,0,0,0,TR,N,N,N,N,Y,N,0,SW,9745215
11260,6,SQO,12585.6,1094.4,8,17.1673,0,0,0,TR,(null),(null),(null),(null),(null),(null),0,SW,9803213
11261,8,SQO,50556.8,4211.1662,7.6891,81.5378,0,0,0,TR,N,N,N,N,Y,N,0,SW,9966936
11262,8,SQO,37920.4,3155.5815,7.6823,86.1523,0,0,0,TR,N,N,N,N,Y,N,0,SW,9981339
11263,8,SQO,37920.4,3155.5815,7.6823,86.1523,0,0,0,TR,N,N,N,N,Y,N,0,SW,9982555
11264,8,SQO,37993.2,3158.3853,7.675,86.1257,0,0,0,TR,N,N,N,N,Y,N,0,SW,9984789
11265,8,SQO,38004.4,3158.3804,7.6729,86.1216,0,0,0,TR,N,N,N,N,Y,N,0,SW,9986609
11266,2,SQO,1615.32,515.0598,24.1769,45.2916,1,0,0,BD,N,N,N,N,Y,N,1,SW,9300288
11267,6,OPRA,290000.0,150771.609,51.99021,87.03162,1,0,0,BD,N,N,Y,N,N,N,1,HW,1080142
11268,5,SQO,176.64,15.3572,7.9987,7.9987,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9688971
11269,5,SQO,209.1832,18.1866,7.9987,7.9987,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9742719
11270,5,SQO,176.64,15.3572,7.9987,7.9987,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9742726
11271,9,SQO,18778.07,1632.9437,8.0003,75,0,0,0,KR,(null),(null),(null),(null),(null),(null),0,SW,10064985
11272,3,SQO,5009.4493,556.5998,9.9999,69.3245,0,0,0,KR,(null),(null),(null),(null),(null),(null),0,SW,9541514
11273,11,SQO,155439.3684,17269.3215,9.9991,70.1992,0,0,0,KR,N,Y,N,N,N,N,1,SW,9079684
11274,9,SQO,21375.424,1756.7509,7.5944,80.5401,0,0,0,KR,N,Y,N,N,N,N,0,SW,10076614
11275,9,SQO,21739.6106,1767.9833,7.5209,80.5077,0,0,0,KR,N,Y,N,N,N,N,0,SW,10114660
11276,9,SQO,140064.8192,4333.3918,3.001,90.7375,0,0,0,KR,N,Y,N,N,N,N,1,SW,10151867
11277,6,OPRA,59355.0,10683.9,18,69.1792,0,0,0,IN,N,N,N,N,N,N,0,HW,1874513
11278,10,OPRA,30000.0,6000,20,86.08998,0,0,0,IN,N,N,N,N,N,N,0,HW,18775197
11279,1,SQO,634153.0,58788.5182,8.4839,74.3117,0,0,0,MY,N,Y,N,N,Y,N,0,SW,9315945
11280,4,SQO,423323.74,39246.3331,8.4844,76.3671,0,0,0,MY,N,Y,N,N,Y,N,0,SW,9588846
11281,10,SQO,1049.03,116.5588,10,86.5507,0,0,0,IN,N,N,N,N,N,N,0,SW,8944546
11282,10,SQO,1049.03,116.5588,10,67.7218,0,0,0,IN,N,N,N,N,N,N,0,SW,8944559
11283,10,SQO,1258.84,139.8711,10,67.7218,0,0,0,IN,N,N,N,N,N,N,0,SW,8977703
11284,10,SQO,1049.03,116.5588,10,67.7218,0,0,0,IN,N,N,N,N,N,N,0,SW,8977720
11285,11,SQO,1049.03,116.5588,10,67.7218,0,0,0,IN,N,N,N,N,Y,N,0,SW,9050362
11286,11,SQO,440.6,48.9555,10,66.1075,0,0,0,IN,N,N,N,N,Y,N,0,SW,9054679
11287,11,SQO,2517.71,279.7427,9.9999,35.4429,0,0,0,IN,N,N,N,N,Y,N,0,SW,9054753
11288,12,SQO,440.6,48.9555,10,66.1075,0,0,0,IN,N,N,N,N,Y,N,0,SW,9201355
11289,12,SQO,1258.85,139.8722,10,67.7215,0,0,0,IN,N,N,N,N,Y,N,0,SW,9201398
11290,12,SQO,440.6,48.9555,10,66.1075,0,0,0,IN,N,N,N,N,Y,N,0,SW,9221935
11291,12,SQO,1258.85,139.8722,10,67.7215,0,0,0,IN,N,N,N,N,Y,N,0,SW,9221996
11292,1,SQO,297.75,33.0833,10,77.096,0,0,0,IN,N,N,N,N,Y,N,0,SW,9237780
11293,1,SQO,893.29,99.2534,9.9999,77.0949,0,0,0,IN,N,N,N,N,Y,N,0,SW,9237866
11294,12,SQO,874.2904,97.1423,9.9999,66.1075,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9237891
11295,12,SQO,2497.9705,277.5495,9.9999,67.7215,0,0,0,IN,N,N,N,N,Y,N,0,SW,9237907
11296,12,SQO,839.23,93.2468,9.9999,67.7217,0,0,0,IN,N,N,N,N,Y,N,0,SW,9251596
11297,1,SQO,2517.68,279.7422,10,67.7218,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9299467
11298,1,SQO,839.21,93.2455,10,67.7225,0,0,0,IN,N,N,N,N,Y,N,0,SW,9299489
11299,3,SQO,12306.1918,1367.3546,10,61.5914,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9524445
11300,4,SQO,3046.6246,338.5138,10,61.5918,0,0,0,IN,N,N,N,N,Y,N,0,SW,9592044
11301,5,SQO,3080.48,342.2755,10,61.5918,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9699537
11302,3,OPRA,203452.709,67349.3402,24.87032,58.24934,0,0,0,PH,N,N,N,N,N,N,1,HW,1461841
11303,12,SQO,125.9,13.9888,10,67.7188,0,0,0,IN,N,N,N,N,Y,N,0,SW,9084260
11304,12,SQO,398.63,44.2922,10,65.9286,0,0,0,IN,N,N,N,N,Y,N,0,SW,9084822
11305,1,SQO,125.88,13.9866,10,67.7216,0,0,0,IN,N,N,N,N,Y,N,0,SW,9251662
11306,1,SQO,377.65,41.9611,10,67.7218,0,0,0,IN,N,N,N,N,Y,N,0,SW,9251670
11307,3,SQO,10145.8337,1127.3035,9.9999,81.0418,0,0,0,KR,(null),(null),(null),(null),(null),(null),0,SW,9529392
11308,10,SQO,4717023.0,425777.9687,8.2791,62.7128,0,0,0,SG,Y,N,N,N,Y,N,1,SW,8961730
11309,11,SQO,2969740.0,268925.8699,8.3036,76.5247,0,0,0,SG,Y,N,N,N,N,N,1,SW,9112148
11310,11,SQO,2976754.0,60734.6125,1.9995,76.4693,0,0,0,SG,Y,N,N,N,N,N,1,SW,9132394
11311,12,SQO,2976754.0,60734.6125,1.9995,76.4693,0,1,0,SG,N,N,N,N,N,N,1,SW,9182857
11312,12,SQO,1879488.0,38341.2573,1.9992,76.4645,0,1,0,SG,N,N,N,N,N,N,1,SW,9205461
11313,6,SQO,603724.0,12295.7592,1.996,78.4759,0,0,0,SG,Y,N,N,N,N,N,1,SW,9838639
11314,4,SQO,7929.6,251.9932,3.08,-132.5123,0,0,0,SG,(null),(null),(null),(null),(null),(null),0,SW,9627815
11315,4,SQO,7929.6,251.9932,3.08,3.08,0,0,0,SG,(null),(null),(null),(null),(null),(null),0,SW,9641495
11316,6,SQO,7929.6,251.9932,3.08,3.08,0,0,0,SG,(null),(null),(null),(null),(null),(null),0,SW,9753868
11317,7,SQO,8316.0,251.9934,2.9411,-1.6427,0,0,0,SG,(null),(null),(null),(null),(null),(null),0,SW,9855414
11318,9,SQO,381442.6,11798.8269,3.0004,42.6651,0,0,0,SG,Y,N,N,N,N,N,1,SW,10050070
11319,7,SQO,810204.36,49055.1442,5.709,27.7883,0,0,0,SG,Y,N,N,N,(null),N,1,SW,9927272
11320,8,SQO,1138677.77,57314.354,4.7922,52.1498,0,0,0,SG,Y,N,N,N,Y,N,1,SW,9941947
11321,8,SQO,628338.2,38026.8079,5.7066,43.9976,0,0,0,SG,Y,N,N,N,N,N,1,SW,9942148
11322,8,SQO,555914.24,36181.8194,6.1108,45.907,0,0,0,SG,Y,N,N,N,N,N,1,SW,9942343
11323,8,SQO,716911.66,46677.4503,6.1129,30.2412,0,0,0,SG,Y,N,N,N,Y,N,1,SW,9942353
11324,8,SQO,682431.69,34700.6117,4.8388,71.3224,0,1,0,SG,N,N,N,N,N,N,0,SW,9949039
11325,8,SQO,682431.69,34700.6117,4.8388,71.3224,0,1,0,SG,N,N,N,N,N,N,0,SW,9949614
11326,8,SQO,555914.24,36181.8194,6.1108,45.907,0,1,0,SG,N,N,N,N,N,N,0,SW,9954432
11327,8,SQO,628338.2,38026.8079,5.7066,43.9976,0,1,0,SG,N,N,N,N,N,N,1,SW,9954497
11328,8,SQO,1138677.77,57314.354,4.7922,52.1498,0,1,0,SG,N,N,N,N,Y,N,0,SW,9954790
11329,8,SQO,716911.66,46677.4503,6.1129,30.2412,0,1,0,SG,N,N,N,N,Y,N,0,SW,9954887
11330,8,SQO,810204.36,49055.1442,5.709,27.7883,0,1,0,SG,N,N,N,N,Y,N,0,SW,9954969
11331,8,SQO,716911.66,46677.4503,6.1129,30.2412,0,1,0,SG,N,N,N,N,Y,N,0,SW,9958718
11332,9,SQO,1034954.82,51338.2095,4.726,52.5258,0,1,0,SG,N,N,N,N,Y,N,0,SW,10046614
11333,9,SQO,1034954.82,51338.2095,4.726,52.5258,0,1,0,SG,N,N,N,N,Y,N,1,SW,10072463
11334,12,SQO,2485130.63,213308.9756,7.9049,62.6307,0,0,0,SG,N,N,N,N,Y,N,1,SW,9243796
11335,6,SQO,3716360.19,166931.0409,4.2987,58.1252,0,0,0,SG,N,N,N,N,N,N,1,SW,9801889
11336,11,SQO,240476.4,23873.7489,9.0311,65.862,0,0,0,SG,N,N,N,N,Y,N,1,SW,9049692
11337,8,SQO,18067.02,558.774,3,36.036,0,0,0,SG,N,N,N,N,N,N,0,SW,10013414
11338,8,SQO,18067.02,558.774,3,36.036,0,0,0,SG,N,N,N,N,N,N,0,SW,10024852
11339,8,SQO,18067.02,558.774,3,36.036,0,0,0,SG,N,N,N,N,N,N,0,SW,10029621
11340,3,SQO,64908.62,7211.9898,9.9999,78.0816,0,0,0,SG,(null),(null),(null),(null),(null),(null),0,SW,9503414
11341,3,SQO,88043.83,9782.5461,9.9999,82.2969,0,0,0,SG,(null),(null),(null),(null),(null),(null),0,SW,9535816
11342,11,SQO,240476.4,23873.7489,9.0311,65.862,0,0,0,SG,N,N,N,N,Y,N,1,SW,9045250
11343,9,SQO,58846.97,6531.7283,9.9906,82.6712,0,0,0,HK,Y,N,N,N,N,N,0,SW,10082090
11344,11,SQO,41707.22,4633.6235,9.999,38.8749,0,0,0,HK,(null),(null),(null),(null),(null),(null),0,SW,9031942
11345,1,SQO,41706.99,4633.0318,9.9979,40.3084,0,0,0,HK,N,N,N,N,N,N,0,SW,9273502
11346,8,SQO,30700.88,3407.8744,9.9912,52.4718,0,0,0,HK,N,N,N,N,N,N,0,SW,10029748
11347,5,SQO,30700.88,3407.8744,9.9912,52.4718,0,0,0,HK,(null),(null),(null),(null),(null),(null),0,SW,9732702
11348,7,SQO,30700.88,3407.8744,9.9912,52.4718,0,0,0,HK,(null),(null),(null),(null),(null),(null),0,SW,9873995
11349,3,SQO,373185.58,41451.2788,9.997,63.7508,0,0,0,HK,N,N,N,N,N,N,1,SW,9490510
11350,3,SQO,374901.44,41652.5061,9.9993,50.4981,0,1,0,HK,N,N,N,N,N,N,1,SW,9485552
11351,9,SQO,57299.19,6367.1463,10.0008,81.0671,0,0,0,HK,(null),(null),(null),(null),(null),(null),0,SW,10076308
11352,10,SQO,97437.8685,28110.2444,22.39,91.9463,0,0,0,BR,N,N,N,N,N,N,1,SW,8952086
11353,10,SQO,97437.8685,28110.2444,22.39,91.9463,0,0,0,BR,N,N,N,N,N,N,1,SW,8968448
11354,10,SQO,97437.8685,28110.2444,22.39,91.9463,0,0,0,BR,N,N,N,N,N,N,1,SW,8975048
11355,12,SQO,108730.0708,31367.778,22.3899,91.1895,0,0,0,BR,N,N,N,N,N,N,1,SW,9195302
11356,10,BPMS,68888.4144,18312.2213,21.0001,73.2728,0,0,0,BR,N,N,N,N,N,N,1,HW,102227
11357,10,BPMS,68888.4144,18312.2213,21.0001,73.2728,0,0,0,BR,N,N,N,N,N,N,1,HW,102229
11358,10,BPMS,45227.6112,12022.5743,21.00006,71.72884,0,0,0,BR,N,N,N,N,N,N,1,HW,102230
11359,12,BPMS,43441.4774,11547.9168,21.00026,71.97183,0,0,0,BR,N,N,N,N,N,N,0,HW,102470
11360,2,SQO,57432.6643,4318.3765,6.9932,6.9932,0,0,0,HR,N,N,N,Y,N,N,1,SW,9407310
11361,2,SQO,57432.6643,4318.3765,6.9932,6.9932,0,0,0,HR,N,N,N,N,N,N,0,SW,9415718
11362,1,SQO,57432.6643,4318.3765,6.9932,6.9932,0,0,0,HR,N,N,N,Y,Y,N,1,SW,9343670
11363,2,SQO,57432.6643,4318.3765,6.9932,6.9932,0,0,0,HR,N,N,N,Y,N,N,1,SW,9411027
11364,1,SQO,57432.6643,4318.3765,6.9932,6.9932,0,0,0,HR,N,N,N,N,Y,N,0,SW,9332409
11365,3,SQO,109175.1102,8226.3246,7.007,16.7483,0,0,0,HR,N,N,N,N,Y,N,0,SW,9472828
11366,6,EPRICER,1549015.6864,290730.5097,15.80275,78.52912,0,0,0,IT,N,N,N,N,N,N,1,HW,6466907
11367,9,SQO,18686.021,1624.8713,8,35.6,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,10122434
11368,9,SQO,18686.021,1624.8713,8,35.6,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,10130557
11369,9,SQO,18686.021,1624.8713,8,35.6,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,10131040
11370,9,SQO,18686.021,1624.8713,8,35.6,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,10131047
11371,12,SQO,140478.42,15608.7133,10,33.2655,0,0,0,IT,N,N,N,N,Y,N,0,SW,9258216
11372,12,SQO,21447.06,2383.0066,10,33.2481,0,0,0,IT,N,N,N,N,N,N,0,SW,9258373
11373,12,SQO,68614.3031,7623.7346,9.9999,26.6877,0,0,0,IT,N,N,N,N,Y,N,0,SW,9258441
11374,12,SQO,21447.06,2383.0066,10,33.2481,0,0,0,IT,N,N,N,N,Y,N,0,SW,9262828
11375,4,SQO,89925.14,7819.5775,8,33.7776,0,0,0,IT,N,N,N,N,N,N,0,SW,9628492
11376,4,SQO,205185.1321,22796.5871,9.9993,35.216,0,0,0,IT,N,N,N,N,N,N,1,SW,9630532
11377,4,SQO,87970.25,9774.4722,10,35.2173,0,0,0,IT,N,N,N,N,N,N,1,SW,9637345
11378,9,SQO,11570.61,1285.6237,10,35.2266,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,10152980
11379,4,SQO,86330.3959,7507.2988,8.0003,33.7762,0,0,0,IT,N,N,N,N,N,N,0,SW,9628758
11380,4,SQO,84454.3231,9383.3025,9.9995,35.2154,0,0,0,IT,N,N,N,N,N,N,1,SW,9637380
11381,9,SQO,12390.7138,1376.7316,9.9999,35.2266,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,10153031
11382,1,SQO,56501.5085,12970.5876,18.6702,18.6702,0,0,0,BR,N,N,N,N,N,N,0,SW,9278070
11383,8,SQO,126330.4903,29635.216,19.0011,19.0011,0,0,0,BR,N,N,N,N,N,N,0,SW,10032953
11384,9,SQO,62431.2667,17455.4081,21.8502,59.9712,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10144575
11385,6,EPRICER,90000.0,42352.9997,32.00003,84.35615,0,0,0,JO,N,N,N,N,N,N,1,HW,6401232
11386,6,EPRICER,175000.0,82352.9857,32.00001,82.89664,0,0,0,JO,N,N,N,N,N,N,1,HW,6401249
11387,6,EPRICER,223560.97,91313.6369,29,87.22002,0,0,0,JO,N,N,N,N,N,N,1,HW,6415018
11388,6,EPRICER,189395.0,77359.9903,29.00039,89.12952,0,0,0,JO,N,N,N,N,N,N,1,HW,6436625
11389,6,EPRICER,148982.21,60852.7795,29.0003,89.35,0,0,0,JO,N,N,N,N,N,N,1,HW,6436708
11390,6,BPMS,40924.0,11542.997,22.00049,57.71141,0,0,0,CO,N,N,Y,N,N,N,1,HW,100915
11391,11,OPRA,67177.6616,23602.9629,26,46.19124,0,0,0,MY,N,N,N,N,N,N,0,HW,1873958
11392,2,SQO,24356.08,2708.0669,10.0061,72.8863,0,0,0,HK,(null),(null),(null),(null),(null),(null),0,SW,9428655
11393,3,SQO,80958.72,8992.4234,9.997,69.6191,0,0,0,HK,Y,Y,N,N,Y,N,0,SW,9480603
11394,9,SQO,57038.75,1755.8419,2.9864,23.0269,0,0,0,MY,(null),(null),(null),(null),(null),(null),0,SW,10076287
11395,9,SQO,57038.75,1755.8419,2.9864,23.0269,0,0,0,MY,(null),(null),(null),(null),(null),(null),0,SW,10082407
11396,7,SQO,17107.3593,529.0937,3,5.6535,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9911607
11397,7,SQO,17107.3593,529.0937,3,5.6535,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9915250
11398,11,SQO,553705.4243,61522.855,10,89.1552,0,0,0,IN,N,N,N,N,Y,N,1,SW,9064351
11399,12,SQO,1013113.7101,112570.7133,10.0002,90.4341,0,0,0,IN,N,N,N,N,Y,N,1,SW,9164695
11400,11,SQO,181675.3698,20185.9353,9.9999,67.4062,0,0,0,IN,N,N,N,N,Y,N,0,SW,9033618
11401,1,SQO,181675.3698,20185.9353,9.9999,67.4062,0,0,0,IN,N,N,N,N,Y,N,0,SW,9273818
11402,3,SQO,125531.0495,13947.8943,10,77.9706,0,0,0,IN,N,N,N,N,Y,N,0,SW,9486397
11403,3,SQO,125531.0495,13947.8943,10,77.9706,0,0,0,IN,N,N,N,N,Y,N,0,SW,9534684
11404,4,SQO,125531.0495,13947.8943,10,77.9706,0,0,0,IN,N,N,N,N,Y,N,0,SW,9574876
11405,3,OPRA,356831.0,78502.82,22,85.55177,0,0,0,IN,N,N,N,N,N,N,1,HW,1873900
11406,9,OPRA,16260.8634,2926.9554,18,45.503,0,0,0,IN,N,N,N,N,N,N,0,HW,1876722901
11407,9,OPRA,24129.0,5308.38,22,42.63646,0,0,0,IN,N,N,N,N,N,N,0,HW,18767201
11408,7,OPRA,80101.731,20025.4327,25,24.41526,0,0,0,IN,N,N,N,N,N,N,1,HW,18767069
11409,5,SQO,103409.5826,5578.2151,5.1182,77.6043,0,0,0,IN,N,N,N,N,Y,N,0,SW,9672777
11410,7,OPRA,80101.731,20025.4327,25,24.41526,0,0,0,IN,N,N,N,N,N,N,1,HW,18767068
11411,7,OPRA,80101.731,20025.4327,25,24.41526,0,0,0,IN,N,N,N,N,N,N,1,HW,18775889
11412,7,OPRA,80101.731,20025.4327,25,24.41526,0,0,0,IN,N,N,N,N,N,N,1,HW,1874634
11413,10,OPRA,30000.0,6000,20,86.08998,0,0,0,IN,N,N,N,N,N,N,0,HW,1873363
11414,11,OPRA,30000.0,6000,20,86.08998,0,0,0,IN,N,N,N,N,N,N,0,HW,18775240
11415,1,OPRA,26000.0,5200,20,87.94465,0,0,0,IN,N,N,N,N,N,N,0,HW,18775354
11416,2,SQO,12432.82,1381.4098,9.9999,84.9699,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9406379
11417,2,SQO,45058.9012,5006.5453,10,84.465,0,0,0,IN,N,N,N,N,Y,N,0,SW,9433382
11418,11,SQO,1997.6815,221.9622,9.9999,49.9999,0,0,0,IN,N,N,N,N,Y,N,0,SW,9085339
11419,9,SQO,1076088.8066,57247.1206,5.0512,78.6139,0,0,0,IN,N,N,Y,N,Y,N,0,SW,10145679
11420,9,SQO,1016320.3596,53273.2829,4.9807,74.2885,0,0,0,IN,N,N,N,N,Y,N,0,SW,10153129
11421,8,SQO,1099729.7285,57645.4181,4.9807,78.1441,0,0,0,IN,N,N,Y,N,Y,N,0,SW,9954723
11422,1,OPRA,149629.9876,25437.0978,17,84.6718,0,0,0,IN,N,N,N,N,N,N,0,HW,1873713
11423,2,OPRA,147907.7009,25144.3091,17,84.99067,0,0,0,IN,N,N,N,N,N,N,0,HW,1873825
11424,12,OPRA,192508.6647,15400.6931,8,84.69532,0,0,0,IN,N,N,N,N,N,N,1,HW,1873488
11425,3,SQO,53269.2861,5918.7492,9.9999,28.5158,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9503230
11426,3,SQO,44414.6701,4934.913,9.9999,42.5843,0,0,0,IN,N,N,Y,N,Y,N,0,SW,9510891
11427,3,SQO,45505.17,5056.074,9.9999,41.1746,0,0,0,IN,N,N,Y,N,Y,N,0,SW,9520071
11428,4,SQO,45505.1545,5056.021,9.9998,39.0135,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9641316
11429,5,SQO,30807.8338,3422.9817,9.9997,14.09,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9662493
11430,3,SQO,30807.8338,3422.9817,9.9997,14.09,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9541099
11431,3,SQO,30807.8338,3422.9817,9.9997,14.09,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9545157
11432,3,SQO,30807.8338,3422.9817,9.9997,14.09,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9545662
11433,2,OPRA,18701.735,3366.3123,18,46.16088,0,0,0,IN,N,N,N,N,N,N,0,HW,1873775
11434,2,OPRA,18701.735,3366.3123,18,46.16088,0,0,0,IN,N,N,N,N,N,N,0,HW,18766820
11435,12,OPRA,111817.6493,20127.1768,18,88.58662,0,0,0,IN,N,N,N,N,N,N,1,HW,18775287
11436,1,SQO,46032.5257,3464.763,6.9999,81.7699,0,0,0,ID,(null),(null),(null),(null),(null),(null),0,SW,9335269
11437,3,OPRA,52306.2933,13914.7175,21.01254,85.28777,0,0,0,HK,N,N,N,N,N,N,0,HW,104616
11438,5,OPRA,52132.6889,13868.5346,21.01254,85.28777,0,0,0,HK,N,N,N,N,N,N,0,HW,10461602
11439,4,SQO,1699.8211,254.4029,13.0181,76.9184,0,0,0,CN,N,N,N,N,Y,N,1,SW,9623592
11440,11,BH,115858.0,15798.72,12,96.70132,0,0,0,CN,N,N,N,N,Y,N,0,HW,8500182332
11441,12,SQO,61679.6292,10884.6444,15,89.8242,0,1,0,CN,N,N,N,N,N,N,0,SW,9226819
11442,12,SQO,61679.6292,10884.6444,15,89.8242,0,1,0,CN,N,N,N,N,N,N,0,SW,9258278
11443,11,SQO,101089.067,15114.3578,13.0068,92.258,0,0,0,CN,N,N,N,N,Y,N,1,SW,9050250
11444,12,SQO,137397.9993,24246.5416,14.9999,88.2869,0,1,0,CN,N,N,N,N,N,N,1,SW,9194117
11445,12,SQO,146546.8237,25861.0291,14.9999,88.2869,0,1,0,CN,N,N,N,N,Y,N,1,SW,9251101
11446,6,SQO,1890925.6097,282539.6682,12.9995,84.6186,0,0,0,CN,N,N,N,N,N,N,1,SW,9744859
11447,6,SQO,44914.5271,6711.9013,13.0009,85.2983,0,1,0,CN,N,N,N,N,N,N,0,SW,9744897
11448,8,SQO,1890925.6097,282539.6682,12.9995,84.6186,0,0,0,CN,N,N,N,N,N,N,1,SW,10029615
11449,9,SQO,44914.5271,6711.9013,13.0009,85.2983,0,1,0,CN,N,N,N,N,N,N,0,SW,10099288
11450,11,BH,1127458.0,176564.4434,13.54,98.07355,0,0,0,CN,N,N,N,N,Y,N,1,HW,8500181025
11451,12,BH,347908.02,49928.418,12.55,97.65608,0,0,0,CN,N,N,N,N,Y,N,1,HW,8500185087
11452,2,BH,9784.32,967.68,9,97.2,0,0,0,CN,N,N,N,N,N,N,0,HW,8500188380
11453,3,BH,149800.2,20427.24,12,88.23116,0,1,0,CN,N,N,N,N,Y,N,0,HW,8500190546
11454,12,BH,1776701.98,401963.6925,18.45,97.97601,0,0,0,CN,N,N,N,N,N,N,1,HW,8500181453
11455,12,BH,64869.9678,10210.88,13.6,89.66226,0,0,0,CN,N,N,N,N,N,N,1,HW,8500183857
11456,12,BH,354615.04,79536.4632,18.32,82.72545,0,0,0,CN,N,N,N,N,N,N,1,HW,8500185413
11457,1,SQO,2714.99,405.4911,12.9945,87.8188,0,1,0,CN,N,N,N,N,N,N,0,SW,9288453
11458,1,SQO,2714.99,405.4911,12.9945,87.8188,0,1,0,CN,N,N,N,N,N,N,0,SW,9298843
11459,12,BH,1832412.04,397280.76,17.97,97.93468,0,0,0,CN,N,N,N,N,Y,N,1,HW,8500181367
11460,1,BH,735817.06,163384.64,18.17,97.53563,0,0,0,CN,N,N,N,N,Y,N,1,HW,8500183856
11461,11,SQO,65742.741,11601.6644,15,89.8242,0,0,0,CN,N,N,N,N,N,N,0,SW,9089016
11462,11,SQO,2865285.3192,318347.5552,9.9995,87.4073,0,0,0,KR,N,N,N,N,Y,N,1,SW,9124811
11463,6,SQO,11807.25,1026.7175,8,89,0,0,0,KR,(null),(null),(null),(null),(null),(null),0,SW,9839336
11464,9,SQO,79578.6583,6919.4142,7.9995,89.6479,0,0,0,KR,(null),(null),(null),(null),(null),(null),0,SW,10145058
11465,11,SQO,13601.59,1511.2878,10,70,0,0,0,KR,N,N,N,N,N,N,0,SW,9124390
11466,11,SQO,14477.6254,1608.625,10,68,0,0,0,KR,N,N,N,N,N,N,0,SW,9130415
11467,1,SQO,4191.27,465.6866,9.9998,8.4875,0,0,0,SA,N,N,N,N,Y,N,0,SW,9271617
11468,6,SQO,2152.1709,187.1429,7.9999,88.3277,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9745477
11469,6,SQO,2191.7804,190.5872,7.9999,88.1128,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9755909
11470,6,SQO,2217.8432,192.8559,8,88.0634,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9763118
11471,6,SQO,2217.8432,192.8559,8,88.0634,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9840245
11472,11,SQO,43359.4631,6764.3094,13.4952,55.7889,0,0,0,IN,N,N,N,N,N,N,0,SW,9118555
11473,11,SQO,21205.8,3742.2005,15,40.5,0,0,0,IN,N,N,N,N,N,N,0,SW,9118685
11474,11,SQO,21205.8,3742.2005,15,40.5,0,0,0,IN,N,N,N,N,N,N,0,SW,9130162
11475,1,SQO,17116.7926,1901.8468,9.9999,78.9865,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9327730
11476,5,SQO,6937.51,603.2536,7.9999,63.1999,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9648424
11477,6,EPRICER,20740.2574,4552.7363,17.99999,60.0625,0,0,0,IT,N,N,N,N,N,N,0,HW,6422217
11478,7,EPRICER,18684.6717,4101.5077,17.99998,60.01549,0,0,0,IT,N,N,N,N,N,N,0,HW,6494651
11479,6,EPRICER,20740.2574,4552.7363,17.99999,60.0625,0,0,0,IT,N,N,N,N,N,N,0,HW,6415238
11480,11,EPRICER,60536.4938,17074.3876,21.99999,80.05524,0,0,0,IT,N,N,N,N,N,N,0,HW,5882666
