0,1048200
1,1048640
2,1048404
3,1048630
4,1048642
5,1048583
6,1048631
7,1048673
8,1048252
9,1048263
10,1047852
11,1048364
12,1048503
13,1048004
14,1048105
15,1048136
16,1048485
17,1048256
18,1048270
19,1048281
20,1048059
21,1048162
22,1048193
23,1048661
24,1048454
25,1048462
26,1048481
27,1048495
28,1047921
29,1048497
30,1048516
31,1048522
32,1048488
33,1047970
34,1047982
35,1048000
36,1048005
37,1048132
38,10500149
39,10500145
40,1048547
41,1048548
42,1048584
43,1047947
44,1048084
45,1048133
46,1048486
47,1048496
48,1048425
49,1048433
50,1048475
51,1047771
52,1047815
53,1048325
54,1048394
55,1048476
56,1048255
57,1048463
58,1048167
59,1048182
60,9157323
61,9182634
62,9398690
63,9167902
64,9004399
65,9075717
66,9079545
67,9093526
68,9117028
69,9117261
70,9125225
71,9129043
72,9131863
73,9324368
74,9324854
75,9329161
76,9330970
77,9331825
78,9332145
79,9333870
80,9335654
81,9336190
82,9354859
83,9415001
84,9415500
85,9541497
86,9541935
87,-2147483648
88,-2147483648
89,-2147483648
90,-2147483648
91,-2147483648
92,-2147483648
93,-2147483648
94,-2147483648
95,-2147483648
96,-2147483648
97,-2147483648
98,-2147483648
99,-2147483648
100,-2147483648
101,18766909
102,18776105
103,9524654
104,9247798
105,9261808
106,6686506
107,5907306
108,9133340
109,9164028
110,9246471
111,9254051
112,9343574
113,9347158
114,9357859
115,9346418
116,9347200
117,9357952
118,9408041
119,9415253
120,1074744
121,9705042
122,9730451
123,9687901
124,9713485
125,9687830
126,9679910
127,9263930
128,9238694
129,9241403
130,9303730
131,9227619
132,9228053
133,9228077
134,6048401
135,6054464
136,5784241
137,6567785
138,6604175
139,6600888
140,6709266
141,6800348
142,6857582
143,5819241
144,5819284
145,5819294
146,5819307
147,5851942
148,5851960
149,5851976
150,5852038
151,5852064
152,6044855
153,6044868
154,7600369
155,9022223
156,9029884
157,9033783
158,9051479
159,9057034
160,9064804
161,9077020
162,9085984
163,9118697
164,9118804
165,9119214
166,9119246
167,9120166
168,9125343
169,9150812
170,9164805
171,9194113
172,9194691
173,9195201
174,9196024
175,9196436
176,9196654
177,9196695
178,9196744
179,9200553
180,9201193
181,9202305
182,9216084
183,9216130
184,9216618
185,9217778
186,9220908
187,9222584
188,9222704
189,9225641
190,9227088
191,9229483
192,9253260
193,9383382
194,9383404
195,9391325
196,9394553
197,9415839
198,9416511
199,9420710
200,9438013
201,9438035
202,6758583
203,9164324
204,9223884
205,9257629
206,9028617
207,9137343
208,9787448
209,9788671
210,9763840
211,9773840
212,9974840
213,10146268
214,9728682
215,10143763
216,10149492
217,9944072
218,10067663
219,10067803
220,10108485
221,9258759
222,9034931
223,9060167
224,9075358
225,9118796
226,-2147483648
227,9252101
228,9324409
229,6342160
230,6393735
231,6394063
232,6511331
233,6511382
234,6513963
235,6596427
236,6647478
237,6648664
238,6703061
239,6822067
240,5889563
241,5905490
242,6523920
243,6847388
244,6067530
245,6091181
246,6091199
247,6123835
248,6269677
249,6527023
250,8839915
251,5963655
252,5963837
253,5963870
254,5966610
255,5981006
256,5986003
257,6719830
258,5965754
259,5965884
260,6831020
261,9809207
262,9855817
263,9487030
264,6341091
265,6341366
266,6357446
267,6382634
268,6503263
269,6528074
270,6817761
271,9218267
272,9220861
273,9221468
274,9221977
275,9745617
276,9745633
277,9746225
278,9811966
279,9047836
280,9070489
281,9071481
282,9137217
283,9143013
284,9197237
285,9203247
286,9206798
287,9206823
288,9738128
289,9741077
290,9741113
291,9817133
292,9875776
293,9201563
294,9203164
295,6502771
296,6536730
297,6542914
298,6562771
299,6519104
300,6536836
301,6561715
302,6506562
303,6510479
304,6533312
305,6561695
306,6502840
307,6536481
308,6561242
309,10040801
310,10055814
311,10056022
312,10100689
313,9363167
314,9370074
315,9382737
316,9383784
317,9363064
318,9366385
319,9382665
320,9383529
321,9383743
322,9386797
323,9386536
324,9357786
325,9382542
326,9383653
327,9291334
328,9377307
329,9382810
330,9383815
331,9410535
332,9465028
333,9478358
334,9927516
335,9933397
336,9758930
337,8962277
338,9054964
339,9059558
340,9096955
341,9120068
342,9200211
343,9200333
344,9221981
345,9754645
346,9772427
347,9778493
348,9778832
349,10129925
350,10130001
351,9680627
352,9714505
353,9714634
354,9714691
355,9714794
356,9857611
357,9857659
358,9474518
359,6185697
360,5823488
361,5823499
362,5823971
363,5837804
364,5853030
365,5853065
366,5888582
367,5893580
368,5897353
369,6007867
370,9099048
371,9249734
372,9249821
373,9278794
374,9278852
375,9278885
376,9300404
377,9300504
378,9062232
379,9263578
380,5885243
381,5885253
382,5885258
383,6725165
384,5892259
385,5917067
386,9262203
387,6810828
388,6833259
389,6843116
390,6867870
391,9076466
392,9229282
393,9258308
394,9261939
395,9262141
396,6859260
397,6847012
398,6578725
399,6833053
400,6853241
401,6854036
402,5850063
403,6204320
404,8974535
405,9724542
406,1873654
407,18775364
408,18775418
409,9851606
410,9026771
411,9204620
412,9244026
413,9632629
414,9870411
415,9878778
416,9257851
417,9265641
418,9251622
419,9238048
420,9245676
421,100405
422,100394
423,100411
424,100403
425,100077
426,100090
427,9424673
428,9432505
429,10040437
430,9316743
431,9365941
432,9390991
433,9543503
434,8977311
435,9119084
436,9279083
437,9720002
438,9723284
439,9723525
440,9723840
441,9728038
442,9975069
443,1874079
444,9189344
445,9205726
446,9720023
447,9723578
448,9728124
449,9962011
450,9723558
451,9728019
452,9974999
453,10091240
454,9563704
455,9564026
456,8935645
457,8942020
458,100085
459,100086
460,9694158
461,9525091
462,9588466
463,9659312
464,9691712
465,6108761
466,6108794
467,8983416
468,9164928
469,9184022
470,9024436
471,9060962
472,9109821
473,9404073
474,9060558
475,9060918
476,9061075
477,9043309
478,9046391
479,9254345
480,9439181
481,9710778
482,9977119
483,10010411
484,100383
485,100381
486,100382
487,100385
488,100386
489,100530
490,8968165
491,9091575
492,10007906
493,9097371
494,103181
495,9562147
496,9504431
497,100250
498,100280
499,100478
500,5919981
501,5920004
502,5957683
503,6079604
504,9199694
505,9220311
506,9220485
507,10110435
508,9294998
509,9376900
510,9382372
511,1876851
512,9974406
513,9453649
514,9456993
515,9464258
516,9587227
517,9414039
518,8969633
519,9447933
520,5815185
521,10092457
522,10074322
523,10105010
524,9927793
525,10082468
526,6033061
527,6033085
528,6033095
529,10006108
530,9145021
531,9145878
532,9154508
533,8943894
534,9040175
535,9047948
536,9203371
537,9205083
538,9263515
539,9826994
540,10124206
541,8939873
542,8939934
543,8950626
544,9052863
545,9123289
546,9135691
547,9144471
548,9144739
549,9154440
550,9293221
551,9296261
552,9312102
553,9314094
554,9926659
555,-2147483648
556,-2147483648
557,-2147483648
558,-2147483648
559,-2147483648
560,-2147483648
561,-2147483648
562,-2147483648
563,-2147483648
564,-2147483648
565,9390286
566,9923760
567,-2147483648
568,-2147483648
569,-2147483648
570,10076112
571,9130535
572,9502870
573,9623546
574,6605287
575,6598963
576,6595148
577,6595200
578,6595229
579,6595248
580,6579035
581,6589847
582,6589880
583,6605672
584,100452
585,9537221
586,9782546
587,9242937
588,9882779
589,9969019
590,9240684
591,9424702
592,9428514
593,9428821
594,9241940
595,9426824
596,9227532
597,9227648
598,10129773
599,5820249
600,5912184
601,9050508
602,9386421
603,9390167
604,9390233
605,9517586
606,9517978
607,6069069
608,6076262
609,104370
610,104376
611,9110585
612,9174287
613,9206415
614,9874464
615,1874738
616,1874735
617,1874736
618,1874924
619,18775497
620,18775517
621,1874737
622,9797458
623,9130093
624,9462928
625,9472263
626,9511463
627,9511595
628,9966719
629,9974219
630,5765336
631,5774811
632,5814630
633,5817474
634,5852704
635,5860737
636,5873653
637,5940908
638,5953568
639,6506820
640,5849472
641,5980217
642,6648605
643,5812954
644,6013983
645,6014006
646,6342205
647,6342222
648,6342244
649,6352209
650,6362418
651,6382005
652,6672325
653,6699284
654,6341193
655,6795320
656,6822251
657,9074438
658,9081987
659,9760971
660,9761109
661,9783539
662,9829153
663,9024475
664,9038832
665,9050625
666,9069868
667,9071895
668,9464003
669,9477430
670,9552620
671,9556749
672,9598547
673,9651422
674,9657205
675,9834145
676,9834171
677,9834768
678,9834793
679,9840125
680,9852486
681,9873342
682,9965752
683,10046707
684,1873404
685,9189003
686,102597
687,102194
688,102481
689,5833283
690,5840330
691,6184827
692,6283238
693,6343690
694,6354967
695,6400777
696,9618148
697,18767100
698,18767064
699,6041337
700,6719183
701,6719468
702,6816793
703,10071559
704,9349807
705,9722041
706,18766893
707,5943204
708,6355256
709,9720014
710,9724189
711,9860772
712,10009392
713,10013296
714,10035575
715,9894278
716,18766827
717,18767050
718,18776046
719,8957745
720,9256486
721,9257044
722,9269240
723,9270639
724,9273805
725,9365411
726,9365637
727,9506951
728,9572047
729,9613153
730,9617283
731,9874281
732,9885927
733,18775484
734,18775934
735,8944628
736,6773313
737,9948963
738,9954718
739,9544682
740,10008888
741,9135917
742,9632217
743,9632792
744,6286456
745,9934146
746,10146242
747,9916037
748,9941652
749,9962664
750,6085540
751,9630894
752,5899828
753,5899833
754,5902754
755,6117747
756,6172438
757,6190862
758,6361714
759,6364160
760,9319935
761,9484090
762,9499457
763,9524450
764,9682324
765,9712518
766,9712884
767,9731502
768,9732418
769,10093906
770,9191716
771,9293526
772,9797550
773,102173
774,102237
775,9008853
776,9200151
